number of dependents,number of referrals,tenure in months,phone service,avg monthly long distance charges,multiple lines,internet service,internet type,avg monthly gb download,online security,online backup,device protection plan,premium tech support,unlimited data,contract,paperless billing,payment method,monthly charge,total revenue,churned,age_group
0,0,72,0,0.0,0,1,Cable,14.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,63.7,4464.8,0,35-44
0,0,27,1,11.09,1,1,Fiber Optic,6.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,94.55,3024.03,1,45-54
0,0,71,1,3.09,0,1,DSL,26.0,1,1,1,1,1,Two Year,1,Credit Card,84.4,6188.69,0,25-34
0,0,30,1,4.22,0,1,DSL,13.0,1,1,1,1,0,One Year,0,Credit Card,74.65,2485.2,0,45-54
0,6,19,0,0.0,0,1,DSL,14.0,0,1,1,0,1,Month-to-Month,1,Credit Card,34.3,577.15,0,65-80
2,1,56,1,37.67,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.15,3482.36,0,45-54
0,1,36,1,12.61,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.85,1174.01,0,25-34
1,3,57,1,1.54,1,1,DSL,15.0,1,1,0,1,1,Month-to-Month,0,Bank Withdrawal,65.2,3775.63,0,35-44
0,0,3,1,28.97,0,1,Fiber Optic,16.0,0,0,0,0,0,Month-to-Month,1,Credit Card,69.6,314.31,0,35-44
0,0,52,1,44.34,1,1,Fiber Optic,71.0,0,1,0,1,1,Month-to-Month,1,Credit Card,102.7,7443.78,0,25-34
0,0,2,1,43.27,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.0,127.44,0,35-44
0,0,17,0,0.0,0,1,DSL,11.0,0,0,0,0,1,Month-to-Month,0,Credit Card,25.1,382.8,0,45-54
0,0,1,1,28.49,1,1,Fiber Optic,18.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.35,103.84,1,65-80
0,0,68,1,19.67,1,1,Fiber Optic,28.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.9,7840.76,0,65-80
0,0,57,1,38.73,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.75,3326.41,0,35-44
0,5,72,1,24.24,1,1,DSL,27.0,1,0,0,0,1,Two Year,0,Bank Withdrawal,55.3,5728.88,0,35-44
0,0,26,1,37.69,1,1,Fiber Optic,30.0,0,0,1,1,1,Month-to-Month,1,Credit Card,84.3,3261.54,0,55-64
3,0,14,1,36.73,0,1,Cable,52.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,76.1,1569.02,0,18-24
0,0,30,1,34.49,1,1,Fiber Optic,59.0,0,0,1,0,0,Month-to-Month,0,Bank Withdrawal,100.45,4211.6,0,25-34
0,0,66,0,0.0,0,1,Cable,15.0,0,0,0,1,1,One Year,0,Credit Card,29.45,1983.15,0,45-54
0,1,49,1,47.17,1,1,Fiber Optic,26.0,1,1,0,0,0,Month-to-Month,1,Bank Withdrawal,93.85,7074.43,0,25-34
3,10,15,1,46.64,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.35,1035.55,0,35-44
0,4,71,1,15.12,1,1,DSL,30.0,0,1,1,1,1,Two Year,0,Credit Card,-8.0,7030.37,0,25-34
0,0,39,1,29.79,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,-10.0,1924.26,0,18-24
2,2,67,0,0.0,0,1,Cable,51.0,1,1,1,1,1,Two Year,0,Credit Card,54.2,3623.95,0,25-34
1,6,31,1,25.04,0,1,DSL,71.0,0,0,1,1,1,Month-to-Month,0,Credit Card,54.35,2423.24,0,18-24
0,0,50,1,27.7,1,1,Fiber Optic,28.0,1,1,0,1,1,Two Year,1,Bank Withdrawal,109.65,6936.15,1,55-64
0,0,13,1,18.73,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.95,487.14,0,55-64
2,1,47,1,15.59,0,1,Fiber Optic,52.0,1,1,1,0,1,One Year,1,Bank Withdrawal,96.1,5124.18,0,18-24
0,0,10,0,0.0,0,1,DSL,30.0,0,0,1,0,0,Month-to-Month,0,Credit Card,29.5,295.25,1,45-54
0,1,23,1,18.05,1,1,Fiber Optic,51.0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,84.25,2374.95,0,25-34
2,1,57,1,41.56,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.4,3430.52,0,45-54
0,9,56,1,42.81,1,1,Fiber Optic,51.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.6,7300.16,0,25-34
0,0,10,1,17.01,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,24.5,440.25,0,45-54
2,1,30,1,16.48,0,1,DSL,17.0,1,0,0,1,1,Month-to-Month,0,Bank Withdrawal,66.3,2417.9,0,45-54
0,0,43,1,8.81,1,1,Fiber Optic,7.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,84.85,4024.43,0,65-80
0,0,54,1,12.08,1,1,DSL,5.0,1,1,0,1,1,One Year,0,Bank Withdrawal,82.45,5002.42,1,65-80
1,10,9,1,8.1,0,1,Fiber Optic,20.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,75.85,720.4,0,35-44
0,0,27,1,25.51,1,1,Fiber Optic,69.0,0,0,1,0,0,Month-to-Month,1,Bank Withdrawal,81.3,3061.64,0,18-24
0,0,20,1,33.86,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,18.9,1024.85,0,45-54
0,1,7,1,14.75,0,1,Fiber Optic,28.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.35,564.35,1,35-44
0,0,6,1,41.16,0,1,Cable,10.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,44.75,527.91,1,35-44
0,6,51,1,26.73,1,1,Fiber Optic,41.0,1,1,0,1,1,One Year,0,Credit Card,110.05,7029.35,0,18-24
0,0,2,1,36.06,0,1,Fiber Optic,85.0,0,0,0,0,1,Month-to-Month,0,Credit Card,-2.0,212.82,1,18-24
0,0,1,1,19.87,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.05,39.92,1,65-80
0,0,1,1,38.81,0,1,Fiber Optic,52.0,0,0,0,0,1,Month-to-Month,1,Credit Card,70.7,109.51,0,18-24
0,0,38,1,25.11,1,1,DSL,13.0,1,1,1,0,1,One Year,0,Bank Withdrawal,84.1,4141.83,0,55-64
0,0,11,1,13.55,0,1,Fiber Optic,27.0,0,1,0,0,1,Month-to-Month,1,Credit Card,75.9,1015.45,0,18-24
0,0,56,1,32.43,1,1,Fiber Optic,2.0,0,1,1,0,0,One Year,1,Bank Withdrawal,106.8,7760.48,0,45-54
0,10,72,1,29.0,1,1,Fiber Optic,22.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,113.65,10270.75,0,35-44
0,0,13,1,26.57,0,0,No,0.0,0,0,0,0,0,One Year,0,Mailed Check,20.2,618.66,0,45-54
0,0,1,1,7.11,0,1,Fiber Optic,26.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,75.55,82.66,0,25-34
0,8,7,1,41.22,0,1,Fiber Optic,73.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.2,766.09,0,18-24
0,7,51,1,20.47,1,0,No,0.0,0,0,0,0,0,Two Year,0,Mailed Check,25.5,2325.22,0,55-64
0,5,29,0,0.0,0,1,Cable,23.0,1,0,1,0,1,One Year,1,Bank Withdrawal,45.0,1228.65,0,65-80
0,0,1,1,39.78,0,1,Cable,12.0,0,0,1,0,1,Month-to-Month,1,Mailed Check,-9.0,89.93,1,65-80
0,0,1,1,47.26,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.6,67.86,1,55-64
0,0,26,1,49.61,0,1,DSL,76.0,1,0,0,1,1,One Year,0,Bank Withdrawal,75.0,3198.21,0,18-24
0,0,3,1,13.83,1,1,Fiber Optic,14.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,105.35,364.74,1,45-54
0,0,1,1,32.82,0,1,Fiber Optic,21.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,75.35,118.17,1,35-44
2,3,67,1,40.35,1,1,Fiber Optic,16.0,1,0,0,1,1,Two Year,0,Credit Card,106.7,9712.95,0,35-44
0,3,65,1,40.71,1,1,Fiber Optic,23.0,1,0,1,0,0,Month-to-Month,1,Bank Withdrawal,105.05,9621.1,0,35-44
2,0,43,1,10.19,0,1,Fiber Optic,10.0,1,1,0,1,0,One Year,1,Credit Card,106.0,5100.47,0,45-54
0,0,39,0,0.0,0,1,DSL,4.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,50.75,2011.4,1,35-44
1,9,9,1,30.83,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.35,468.57,0,18-24
1,1,30,1,10.24,1,1,Fiber Optic,48.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,83.55,2877.4,0,18-24
1,3,32,1,46.66,0,1,DSL,17.0,1,1,0,1,1,Month-to-Month,0,Bank Withdrawal,61.4,3357.77,0,45-54
3,1,25,1,36.17,0,1,DSL,53.0,0,1,1,0,1,One Year,0,Credit Card,53.65,2259.7,0,55-64
0,0,13,1,10.11,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.75,397.18,0,55-64
0,4,3,1,41.36,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.9,169.83,0,55-64
0,0,2,1,15.83,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.25,68.46,0,35-44
2,1,67,1,10.9,0,1,Cable,26.0,1,1,0,0,0,Two Year,1,Bank Withdrawal,54.2,4578.5,0,35-44
0,3,66,1,21.79,1,1,Fiber Optic,9.0,0,1,1,1,1,One Year,1,Bank Withdrawal,108.45,8514.49,0,65-80
1,8,4,1,44.64,0,1,Cable,21.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,50.3,395.66,0,55-64
3,6,50,1,49.18,1,1,DSL,76.0,1,1,1,1,1,One Year,1,Bank Withdrawal,80.05,6501.2,0,45-54
0,0,60,0,0.0,0,1,Cable,5.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,50.8,3027.4,1,55-64
0,0,64,1,25.95,1,1,Fiber Optic,23.0,0,0,1,1,1,One Year,1,Credit Card,104.65,8550.6,0,45-54
0,0,59,1,41.23,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.45,3925.67,0,55-64
0,0,51,1,45.92,1,1,Fiber Optic,12.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,83.4,6491.61,0,55-64
0,0,1,1,26.41,0,1,Cable,26.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.3,71.71,1,35-44
0,0,10,1,37.45,0,1,DSL,5.0,0,1,0,1,1,One Year,0,Credit Card,64.9,1060.05,0,45-54
3,1,17,1,20.23,0,1,DSL,69.0,1,0,0,1,1,Month-to-Month,1,Credit Card,55.35,1264.41,0,25-34
0,1,18,0,0.0,0,1,Cable,30.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,39.05,669.85,1,45-54
0,0,1,1,1.47,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.65,22.12,0,45-54
0,1,58,1,27.99,1,1,Fiber Optic,24.0,1,1,1,0,1,Two Year,1,Bank Withdrawal,109.45,7767.97,1,35-44
0,10,59,1,45.75,0,1,Fiber Optic,11.0,0,1,0,1,1,Two Year,1,Credit Card,100.05,8734.1,0,25-34
0,0,2,1,46.78,0,1,Fiber Optic,12.0,1,1,0,0,0,Month-to-Month,1,Bank Withdrawal,91.15,272.06,0,35-44
0,0,24,1,30.18,0,1,DSL,4.0,1,0,0,1,1,Month-to-Month,0,Credit Card,56.35,2105.52,0,45-54
0,1,47,1,45.9,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.65,3078.85,0,18-24
0,1,3,1,31.61,1,1,Fiber Optic,20.0,0,1,0,0,0,Month-to-Month,1,Credit Card,91.5,347.78,1,25-34
0,5,55,1,2.36,0,1,DSL,69.0,1,1,0,1,1,Two Year,0,Credit Card,56.8,3241.85,0,25-34
0,1,43,1,14.52,1,1,Fiber Optic,5.0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,110.75,5312.26,1,65-80
1,0,1,1,46.17,0,1,Cable,19.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,45.95,92.12,1,45-54
0,0,11,1,38.88,0,1,Fiber Optic,30.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.5,1219.43,1,25-34
0,0,60,0,0.0,0,1,Cable,4.0,1,0,1,0,1,Two Year,0,Bank Withdrawal,53.6,3237.05,0,55-64
3,0,72,0,0.0,0,1,Cable,71.0,1,1,1,1,1,Two Year,0,Credit Card,67.2,4671.7,0,18-24
1,5,69,1,20.98,1,0,No,0.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,25.6,3092.93,0,55-64
0,7,29,1,36.75,1,1,Fiber Optic,12.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,84.3,3423.5,0,65-80
1,9,71,1,37.57,1,1,DSL,85.0,1,1,1,1,0,Two Year,0,Bank Withdrawal,89.9,9160.17,0,18-24
0,4,48,1,39.25,1,1,Fiber Optic,51.0,0,1,0,1,1,Month-to-Month,1,Credit Card,105.1,6967.55,0,18-24
0,3,36,1,5.99,1,1,Fiber Optic,6.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.0,3655.89,0,45-54
0,9,2,1,34.99,0,1,Fiber Optic,24.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,70.1,211.63,0,65-80
0,5,50,1,9.47,1,1,DSL,28.0,0,0,1,0,1,One Year,0,Bank Withdrawal,75.7,4349.7,0,35-44
0,0,3,1,38.99,0,1,DSL,20.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,75.3,361.07,0,45-54
0,0,31,1,34.57,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.45,1710.22,0,55-64
0,0,63,0,0.0,0,1,DSL,28.0,1,1,0,1,1,One Year,1,Bank Withdrawal,40.6,2588.95,0,45-54
1,0,54,0,0.0,0,1,DSL,19.0,0,0,1,1,0,Two Year,0,Credit Card,46.0,2514.05,0,35-44
0,1,56,1,39.72,1,1,DSL,11.0,1,0,0,0,1,One Year,0,Bank Withdrawal,65.2,5736.47,0,55-64
0,6,43,1,21.08,1,1,Cable,14.0,1,1,0,1,1,Two Year,0,Credit Card,86.45,4480.94,0,55-64
0,0,25,1,10.4,0,1,Fiber Optic,48.0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,105.5,2946.05,0,25-34
0,0,25,1,46.34,1,1,Fiber Optic,22.0,0,1,1,0,1,Month-to-Month,0,Credit Card,105.95,3813.75,1,65-80
0,1,62,1,6.41,0,1,Cable,59.0,1,1,1,0,1,Two Year,1,Credit Card,72.0,4681.62,0,18-24
3,10,49,1,11.74,0,1,Fiber Optic,20.0,0,1,1,0,1,Month-to-Month,1,Credit Card,90.4,5069.91,0,55-64
0,0,1,1,13.62,0,1,Cable,21.0,0,0,0,0,1,Month-to-Month,1,Credit Card,45.8,59.42,0,25-34
0,0,8,0,0.0,0,1,Cable,8.0,1,0,0,0,0,Month-to-Month,0,Credit Card,29.35,226.45,0,45-54
0,1,1,1,11.08,0,1,Fiber Optic,13.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.8,80.88,1,25-34
0,4,72,1,5.6,1,1,Fiber Optic,19.0,1,1,1,1,1,Two Year,1,Mailed Check,114.5,8735.15,0,65-80
1,6,63,1,25.32,0,1,DSL,11.0,1,0,0,0,1,Two Year,1,Bank Withdrawal,50.65,4779.37,0,35-44
0,0,54,1,35.32,1,1,Fiber Optic,15.0,0,0,1,0,1,Month-to-Month,0,Credit Card,89.4,6776.78,0,35-44
0,1,33,1,41.61,1,1,Fiber Optic,73.0,1,0,1,0,1,One Year,1,Mailed Check,103.7,4840.13,1,18-24
0,0,31,1,6.4,1,1,Cable,24.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,71.05,2366.55,0,35-44
0,0,10,1,27.57,1,1,Fiber Optic,13.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,98.55,1284.25,1,45-54
0,7,59,1,40.47,1,1,Fiber Optic,4.0,1,1,1,0,1,One Year,1,Credit Card,109.15,8945.48,0,45-54
1,0,9,1,42.1,0,1,Fiber Optic,16.0,1,0,1,1,1,Month-to-Month,0,Bank Withdrawal,93.0,1249.15,0,45-54
0,0,10,0,0.0,0,1,Cable,20.0,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,29.65,401.4,1,65-80
0,0,1,1,17.61,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.95,37.56,1,55-64
0,0,4,1,34.86,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.95,198.69,0,55-64
0,0,38,1,46.96,1,1,Fiber Optic,13.0,0,0,0,0,1,Two Year,0,Bank Withdrawal,94.75,5391.66,0,65-80
0,0,16,1,38.02,0,1,Fiber Optic,25.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,75.1,1821.17,0,35-44
0,0,67,1,15.32,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.95,2338.19,0,25-34
0,0,20,1,15.87,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.7,724.35,0,45-54
0,2,64,1,18.03,0,1,Cable,42.0,1,1,1,1,1,Two Year,1,Mailed Check,74.35,5913.47,0,18-24
0,1,28,1,27.34,0,1,Fiber Optic,16.0,0,1,1,1,1,One Year,0,Bank Withdrawal,92.9,3533.87,0,35-44
1,3,71,1,34.53,1,1,Fiber Optic,19.0,1,1,1,1,0,One Year,1,Credit Card,95.15,9222.48,0,35-44
0,0,21,1,36.31,0,1,Fiber Optic,27.0,0,1,1,1,1,One Year,1,Credit Card,104.55,3001.91,0,45-54
0,0,3,1,37.78,1,1,Fiber Optic,28.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,94.85,449.09,0,65-80
3,3,31,1,36.49,1,1,Fiber Optic,59.0,1,0,1,0,1,One Year,0,Bank Withdrawal,98.05,4213.29,0,25-34
0,6,37,1,27.41,1,1,DSL,10.0,1,0,0,0,1,Month-to-Month,1,Mailed Check,55.05,3044.92,0,55-64
3,1,68,1,18.47,1,1,Fiber Optic,75.0,1,1,1,0,1,Two Year,1,Bank Withdrawal,110.2,8723.46,0,45-54
0,0,34,1,23.54,1,1,Fiber Optic,76.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,85.35,3696.96,0,25-34
0,0,9,0,0.0,0,1,Cable,48.0,1,0,1,1,1,Month-to-Month,0,Mailed Check,58.5,539.85,1,25-34
1,6,28,1,41.41,1,1,DSL,30.0,0,0,0,0,1,Month-to-Month,0,Credit Card,49.9,2569.73,0,25-34
3,0,3,0,0.0,0,1,DSL,53.0,0,1,0,0,1,Month-to-Month,0,Mailed Check,29.65,90.05,0,35-44
1,3,11,1,2.52,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.9,230.02,0,25-34
0,0,2,1,24.31,0,1,Fiber Optic,16.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,75.8,209.37,1,35-44
0,0,17,1,13.02,0,1,Cable,73.0,0,0,0,0,1,One Year,0,Credit Card,44.6,902.74,0,25-34
2,1,69,1,42.9,0,1,Fiber Optic,24.0,1,1,0,1,1,Two Year,1,Credit Card,106.35,10221.85,0,35-44
0,8,37,1,13.13,1,1,Fiber Optic,58.0,0,0,1,1,1,Two Year,0,Credit Card,94.3,3946.76,0,18-24
0,0,4,0,0.0,0,1,DSL,19.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.2,102.5,1,65-80
0,0,1,1,8.56,1,1,Fiber Optic,24.0,0,1,0,0,1,Month-to-Month,1,Credit Card,90.85,99.41,1,55-64
0,2,72,1,38.44,1,1,Fiber Optic,16.0,0,1,1,1,1,One Year,1,Bank Withdrawal,108.5,10771.48,0,45-54
3,4,8,1,22.14,0,1,Fiber Optic,82.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,94.75,936.67,0,25-34
0,1,49,0,0.0,0,1,Cable,82.0,1,0,0,1,1,One Year,1,Credit Card,35.8,1782.0,0,18-24
0,0,27,1,47.65,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.85,1756.55,0,25-34
0,0,4,1,13.31,1,1,Cable,59.0,0,0,0,1,1,Month-to-Month,0,Credit Card,65.55,290.44,0,18-24
0,0,72,1,21.26,1,1,Fiber Optic,53.0,1,1,0,1,1,Two Year,1,Credit Card,108.95,9405.72,0,25-34
0,2,2,1,4.41,0,1,DSL,26.0,0,1,0,1,0,Month-to-Month,1,Credit Card,64.2,182.47,0,35-44
0,0,2,1,31.45,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.95,110.6,0,45-54
2,0,67,1,38.98,1,1,Fiber Optic,16.0,0,1,1,0,1,One Year,1,Bank Withdrawal,105.4,9601.11,0,35-44
0,0,9,1,24.81,0,1,Cable,69.0,0,1,0,1,0,Month-to-Month,0,Mailed Check,66.25,853.84,1,25-34
0,0,4,1,15.07,0,1,Cable,16.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,46.0,253.88,1,45-54
0,0,22,1,30.35,1,1,Fiber Optic,10.0,0,1,0,0,0,Month-to-Month,1,Credit Card,78.85,2317.95,0,55-64
0,0,48,1,41.26,0,1,Fiber Optic,23.0,0,1,0,0,1,One Year,0,Bank Withdrawal,75.15,5753.13,0,55-64
0,0,47,1,44.69,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.55,3046.13,0,25-34
0,5,66,1,44.4,1,1,DSL,11.0,1,1,1,0,0,Two Year,0,Bank Withdrawal,66.9,7370.65,0,45-54
3,0,37,1,10.23,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.3,1133.91,0,25-34
0,1,1,1,4.89,1,1,Fiber Optic,11.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.1,99.99,1,65-80
2,5,22,0,0.0,0,1,Cable,18.0,1,0,0,0,1,Month-to-Month,0,Mailed Check,40.05,880.2,1,65-80
3,7,56,1,18.99,0,1,Cable,53.0,1,1,1,0,1,Two Year,1,Credit Card,61.3,4410.24,0,55-64
0,0,72,1,35.24,1,1,Fiber Optic,42.0,1,1,1,1,1,Two Year,1,Credit Card,112.75,10729.88,0,25-34
0,0,10,1,45.69,0,1,Fiber Optic,11.0,0,0,0,1,1,Month-to-Month,1,Credit Card,95.1,1278.75,0,25-34
0,0,9,1,34.43,0,1,DSL,51.0,1,0,1,1,1,Month-to-Month,1,Credit Card,69.5,963.12,0,18-24
0,0,35,1,37.81,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.25,1941.0,0,25-34
0,0,1,1,41.2,0,1,Fiber Optic,15.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.5,190.7,1,65-80
0,10,54,1,35.16,1,1,Fiber Optic,5.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.0,5817.79,0,65-80
0,0,1,1,45.81,1,1,Fiber Optic,21.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.7,131.51,1,65-80
0,0,63,1,48.75,1,1,Fiber Optic,21.0,0,1,1,0,1,Two Year,1,Bank Withdrawal,104.75,9607.75,0,45-54
0,0,53,1,34.58,0,1,Fiber Optic,28.0,1,1,0,1,1,One Year,1,Credit Card,96.75,7039.29,0,65-80
0,0,1,1,9.05,0,1,Fiber Optic,21.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,75.7,84.75,1,35-44
2,1,67,1,6.53,0,1,Cable,19.0,1,1,0,1,1,One Year,0,Credit Card,60.05,4431.56,0,35-44
0,9,71,1,13.41,1,1,DSL,18.0,0,1,1,1,1,Two Year,1,Credit Card,83.3,6809.17,0,55-64
3,5,42,1,6.37,1,1,Fiber Optic,69.0,1,1,0,0,0,One Year,1,Credit Card,94.45,4331.34,0,18-24
2,4,12,1,39.59,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.25,749.78,0,35-44
0,10,57,1,46.62,0,1,Fiber Optic,4.0,0,1,1,0,1,One Year,1,Bank Withdrawal,90.65,7857.14,0,65-80
3,5,35,1,1.53,0,1,Fiber Optic,57.0,0,1,0,1,1,One Year,1,Bank Withdrawal,89.7,3219.15,0,45-54
2,0,33,0,0.0,0,1,Cable,12.0,1,0,0,1,1,One Year,0,Credit Card,34.05,1113.95,0,55-64
1,1,62,1,16.48,1,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,24.8,2498.01,0,55-64
0,0,25,1,17.3,0,1,Fiber Optic,26.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.3,2344.21,0,45-54
0,1,26,1,42.26,0,1,Fiber Optic,2.0,0,0,0,1,1,Month-to-Month,0,Credit Card,85.9,3295.21,0,55-64
2,0,39,0,0.0,0,1,DSL,24.0,0,0,1,0,0,Month-to-Month,0,Credit Card,30.1,1281.3,1,55-64
0,0,34,1,45.56,0,1,DSL,7.0,1,1,0,0,1,One Year,0,Bank Withdrawal,64.35,3555.7,0,55-64
2,4,49,1,33.07,0,1,DSL,23.0,1,1,1,1,1,One Year,1,Credit Card,87.2,5965.43,0,25-34
0,0,19,0,0.0,0,1,DSL,21.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,39.65,733.35,1,45-54
0,0,17,1,33.68,0,1,DSL,14.0,1,1,0,0,1,Month-to-Month,1,Credit Card,55.5,1506.71,0,55-64
0,0,53,1,49.21,0,1,Fiber Optic,29.0,0,1,0,1,0,Month-to-Month,1,Credit Card,80.6,7006.78,0,55-64
2,10,1,1,26.26,0,1,DSL,22.0,1,0,0,0,1,Month-to-Month,1,Credit Card,48.75,75.01,0,25-34
0,7,70,1,24.93,0,1,DSL,15.0,1,1,0,1,1,Two Year,0,Credit Card,67.95,6409.25,0,35-44
0,0,2,1,42.55,0,1,DSL,30.0,0,1,0,1,1,Month-to-Month,1,Credit Card,55.05,187.85,1,45-54
0,0,28,1,45.24,0,1,Fiber Optic,59.0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,91.0,3892.87,0,25-34
0,0,27,1,21.66,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.3,1179.87,0,35-44
1,1,72,1,23.7,1,1,Fiber Optic,59.0,0,0,1,0,0,Two Year,1,Credit Card,90.8,8278.2,0,18-24
2,3,7,0,0.0,0,1,DSL,76.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,-7.0,149.05,0,18-24
0,4,31,1,5.3,1,1,Fiber Optic,3.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,84.85,2797.7,0,65-80
0,1,33,1,11.32,1,1,Fiber Optic,12.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.4,3783.16,1,45-54
1,8,68,1,2.71,1,0,No,0.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.0,1848.58,0,55-64
0,0,32,1,47.3,0,1,Fiber Optic,24.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,91.05,4385.1,0,35-44
0,0,4,1,20.16,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.0,159.54,0,25-34
0,0,64,1,9.95,0,1,Fiber Optic,2.0,1,1,0,0,1,One Year,1,Credit Card,100.3,7240.6,0,45-54
